metric,mean,std,ci_95_low,ci_95_high,rounds
encryption_time_s_per_round,1.4621067099947993e-05,8.056861299114905e-06,1.4463136402954522e-05,1.4778997796941464e-05,10000
ciphertext_entropy_bits,6.28549762002917,0.0718221901943491,6.28408976054942,6.28690547950892,10000
mutual_information_I(V;C)_bits,0.8209185731773472,0.05149959497428813,0.8199090774659012,0.8219280688887931,10000
